d1,type,d2
DB04571,74,DB00460
DB09536,74,DB00460
DB01600,74,DB00460
DB09000,74,DB00460
DB00553,74,DB00460
DB01878,74,DB00460
DB00821,74,DB00460
DB01090,44,DB09076
DB00810,44,DB01409
DB00332,44,DB00986
DB06702,44,DB09076
DB01037,44,DB00366
DB01247,44,DB00283
DB01090,44,DB00986
DB06148,44,DB00387
DB06148,44,DB00657
DB06148,44,DB01591
DB00572,44,DB09076
DB00732,44,DB00986
DB01247,44,DB00366
DB01591,44,DB01409
DB00747,44,DB00986
DB09244,44,DB01071
DB01591,44,DB00986
DB06148,44,DB01090
DB00387,44,DB09076
DB01367,44,DB00366
DB00332,44,DB09076
DB00614,44,DB00283
DB00483,44,DB09076
DB06148,44,DB11315
DB00908,44,DB00986
DB00462,44,DB01409
DB00657,44,DB01409
DB09244,44,DB00283
DB12278,44,DB00986
DB11315,44,DB09076
DB06702,44,DB01409
DB09244,44,DB00366
DB00572,44,DB00986
DB01062,44,DB00986
DB00986,44,DB01409
DB09241,44,DB00366
DB00805,44,DB01071
DB00209,44,DB09076
DB00908,44,DB01409
DB00915,44,DB00986
DB06148,44,DB12278
DB00387,44,DB01409
DB00657,44,DB09076
DB00392,44,DB01409
DB01338,44,DB00986
DB00572,44,DB01409
DB00809,44,DB09076
DB01090,44,DB01409
DB00805,44,DB00283
DB00908,44,DB09076
DB00209,44,DB01409
DB06148,44,DB01409
DB11315,44,DB01409
DB06148,44,DB01338
DB00332,44,DB01409
DB00209,44,DB00986
DB00752,44,DB00366
DB00614,44,DB00366
DB06148,44,DB00332
DB06148,44,DB00986
DB00462,44,DB00986
DB06148,44,DB01337
DB01409,44,DB09076
DB06148,44,DB00809
DB00732,44,DB09076
DB00657,44,DB00986
DB01626,44,DB01071
DB01367,44,DB00283
DB12278,44,DB09076
DB06702,44,DB00986
DB01037,44,DB01071
DB06148,44,DB00483
DB00387,44,DB00986
DB06148,44,DB00804
DB01247,44,DB01071
DB01337,44,DB09076
DB00804,44,DB09076
DB01338,44,DB09076
DB06148,44,DB09076
DB01626,44,DB00366
DB01367,44,DB01071
DB06148,44,DB00732
DB06148,44,DB00392
DB00940,44,DB00986
DB09241,44,DB01071
DB01062,44,DB01409
DB06148,44,DB00810
DB06148,44,DB00747
DB00810,44,DB00986
DB01626,44,DB00283
DB00392,44,DB00986
DB01337,44,DB00986
DB00805,44,DB00366
DB00810,44,DB09076
DB00752,44,DB01071
DB06148,44,DB00940
DB06148,44,DB00209
DB00614,44,DB01071
DB00752,44,DB00283
DB06148,44,DB00572
DB00747,44,DB01409
DB06148,44,DB00908
DB00809,44,DB00986
DB00804,44,DB00986
DB06148,44,DB00462
DB06148,44,DB01062
DB00940,44,DB01409
DB00986,44,DB09076
DB00392,44,DB09076
DB11315,44,DB00986
DB00804,44,DB01409
DB01591,44,DB09076
DB00940,44,DB09076
DB00809,44,DB01409
DB12278,44,DB01409
DB00747,44,DB09076
DB00483,44,DB01409
DB01062,44,DB09076
DB01037,44,DB00283
DB00732,44,DB01409
DB00483,44,DB00986
DB00462,44,DB09076
DB01338,44,DB01409
DB01337,44,DB01409
DB09241,44,DB00283
DB04574,3,DB09275
DB00588,3,DB01370
DB00588,3,DB06723
DB08970,3,DB09281
DB01047,3,DB09281
DB00394,3,DB09281
DB04574,3,DB01377
DB00253,3,DB09275
DB09091,3,DB01370
DB00443,3,DB09104
DB00596,3,DB13595
DB00591,3,DB13595
DB00687,3,DB03754
DB00240,3,DB09281
DB13158,3,DB03754
DB00223,3,DB09275
DB00253,3,DB06723
DB00896,3,DB13595
DB09091,3,DB09104
DB00394,3,DB08938
DB01234,3,DB03754
DB00591,3,DB09104
DB00596,3,DB09104
DB00443,3,DB13595
DB00620,3,DB08938
DB00223,3,DB03754
DB06786,3,DB13595
DB00223,3,DB06723
DB00180,3,DB09104
DB00588,3,DB01377
DB00620,3,DB09104
DB00180,3,DB01377
DB01384,3,DB09275
DB01380,3,DB09275
DB00547,3,DB01370
DB08905,3,DB09104
DB08906,3,DB09104
DB00596,3,DB09275
DB00896,3,DB01370
DB00253,3,DB03754
DB00288,3,DB01377
DB00547,3,DB08938
DB01234,3,DB01377
DB08906,3,DB08938
DB08905,3,DB08938
DB01260,3,DB01370
DB00896,3,DB03754
DB00180,3,DB09275
DB01047,3,DB08938
DB00324,3,DB09281
DB09091,3,DB09275
DB00663,3,DB13595
DB00223,3,DB01370
DB00687,3,DB06723
DB00591,3,DB09275
DB06786,3,DB09281
DB00324,3,DB09275
DB09091,3,DB01377
DB13158,3,DB06723
DB09091,3,DB09281
DB01380,3,DB09104
DB01384,3,DB09104
DB06786,3,DB01377
DB01260,3,DB09281
DB00896,3,DB08938
DB00591,3,DB06723
DB00547,3,DB01377
DB00596,3,DB06723
DB00588,3,DB09281
DB00846,3,DB13595
DB00253,3,DB09104
DB00240,3,DB13595
DB04574,3,DB08938
DB06786,3,DB08938
DB08970,3,DB01377
DB01047,3,DB01370
DB00588,3,DB08938
DB00663,3,DB06723
DB00896,3,DB09104
DB00591,3,DB01370
DB00596,3,DB01370
DB00873,3,DB09104
DB00324,3,DB03754
DB00620,3,DB13595
DB08970,3,DB09275
DB00288,3,DB03754
DB08905,3,DB01377
DB08906,3,DB01377
