d1,type,d2
DB00424,44,DB08897
DB00517,44,DB00391
DB00670,44,DB00391
DB00182,44,DB06153
DB00219,44,DB00391
DB00782,44,DB08897
DB01171,44,DB00434
DB01199,44,DB00391
DB00517,44,DB08897
DB01116,44,DB00391
DB00782,44,DB00391
DB01036,44,DB08897
DB01171,44,DB06153
DB01168,44,DB00434
DB00967,44,DB00391
DB01339,44,DB08897
DB09300,44,DB08897
DB00424,44,DB00391
DB00219,44,DB08897
DB01168,44,DB06153
DB01339,44,DB00391
DB00182,44,DB00434
DB01036,44,DB00391
DB00340,44,DB08897
DB01199,44,DB08897
DB00670,44,DB08897
DB00496,44,DB00391
DB01116,44,DB08897
DB09245,44,DB00434
DB00376,44,DB08897
DB00245,44,DB00391
DB00780,44,DB06153
DB00979,44,DB08897
DB00340,44,DB00391
DB00780,44,DB00434
DB09300,44,DB00391
DB00376,44,DB00391
DB00245,44,DB08897
DB01173,44,DB08897
DB08897,44,DB00391
DB00979,44,DB00391
DB00967,44,DB08897
DB00496,44,DB08897
DB09245,44,DB06153
DB01130,3,DB06724
DB00764,3,DB01390
DB00860,3,DB01390
DB06781,3,DB01390
DB11921,3,DB06724
DB00635,3,DB01390
DB11921,3,DB01390
DB01130,3,DB01390
DB00655,3,DB06724
DB02187,3,DB01390
DB01222,3,DB01390
DB00959,3,DB01390
DB00741,3,DB01390
DB00764,3,DB06724
DB01708,3,DB06724
DB01410,3,DB06724
DB00860,3,DB06724
DB01410,3,DB01390
DB09095,3,DB01390
DB01708,3,DB01390
DB09095,3,DB06724
DB06781,3,DB06724
DB02187,3,DB06724
DB00959,3,DB06724
DB00635,3,DB06724
DB00655,3,DB01390
DB08971,3,DB01390
DB00741,3,DB06724
DB08971,3,DB06724
DB01222,3,DB06724
DB06403,6,DB01045
DB00997,6,DB01201
DB00991,6,DB01201
DB00193,6,DB00312
DB00199,6,DB00312
DB06772,6,DB00312
DB04946,6,DB00312
DB01708,6,DB01045
DB01008,6,DB01201
DB01009,6,DB01201
DB01002,6,DB01201
DB00682,6,DB01220
DB00543,6,DB01351
DB01076,6,DB00559
DB01392,6,DB01045
DB01151,6,DB01351
DB00531,6,DB00312
DB01173,6,DB01045
DB01708,6,DB01201
DB01136,6,DB01201
DB01131,6,DB01201
DB00906,6,DB00312
DB00321,6,DB00418
DB00997,6,DB00312
DB00193,6,DB01201
DB00199,6,DB01201
DB01222,6,DB01201
DB01227,6,DB01201
DB01229,6,DB01201
DB01129,6,DB01045
DB13874,6,DB01201
DB00622,6,DB01045
DB00440,6,DB00312
DB00778,6,DB01201
DB00759,6,DB01045
DB00938,6,DB01045
DB00248,6,DB01045
DB00245,6,DB01045
DB01628,6,DB00312
DB00613,6,DB01201
DB00617,6,DB01201
DB01589,6,DB01201
DB00808,6,DB01045
DB01105,6,DB00312
DB00988,6,DB01201
DB00987,6,DB01201
DB00185,6,DB00312
DB01410,6,DB01045
DB01036,6,DB01201
DB04841,6,DB01201
DB00559,6,DB00418
DB06589,6,DB00418
DB01589,6,DB00418
DB00458,6,DB00312
DB01349,6,DB01045
DB01060,6,DB01601
DB01105,6,DB01201
DB11575,6,DB00312
DB00987,6,DB00312
DB00185,6,DB01201
DB00749,6,DB01201
DB01215,6,DB01201
DB00349,6,DB01201
DB01118,6,DB00418
DB00377,6,DB01201
DB13874,6,DB00312
DB00475,6,DB00312
DB00321,6,DB01045
DB06268,6,DB00418
DB05541,6,DB00418
DB01171,6,DB00418
DB00744,6,DB01045
DB00921,6,DB01045
DB06595,6,DB00312
DB01026,6,DB00312
DB01248,6,DB00312
DB00637,6,DB01045
DB01244,6,DB00312
DB01427,6,DB01351
DB08827,6,DB01201
DB00889,6,DB01201
DB01118,6,DB00312
DB01115,6,DB00312
DB00404,6,DB01201
DB00401,6,DB01201
DB01261,6,DB00312
DB00977,6,DB01201
DB00976,6,DB01201
DB00972,6,DB01201
DB01171,6,DB01045
DB01175,6,DB01045
DB01026,6,DB01201
DB01028,6,DB01201
DB00884,6,DB00312
DB01118,6,DB01201
DB00889,6,DB00312
DB01115,6,DB01201
DB01351,6,DB01045
DB04841,6,DB00312
DB00471,6,DB00418
DB00857,6,DB00418
DB00312,6,DB01220
DB00988,6,DB00418
DB00458,6,DB00418
DB00783,6,DB00418
DB12267,6,DB00312
DB01076,6,DB00418
DB00482,6,DB01045
DB12267,6,DB00418
DB00799,6,DB01201
DB00745,6,DB00312
DB01351,6,DB01220
DB11817,6,DB01045
DB01601,6,DB01201
DB00264,6,DB01045
DB00799,6,DB01045
DB01589,6,DB00312
DB01221,6,DB00418
DB00643,6,DB01045
DB00641,6,DB01045
DB00316,6,DB01045
DB06694,6,DB00312
DB00622,6,DB00312
DB01126,6,DB00312
DB00412,6,DB01201
DB00418,6,DB01201
DB06738,6,DB00312
DB01192,6,DB00312
DB05381,6,DB00418
DB00418,6,DB01220
DB01229,6,DB00418
DB00543,6,DB00312
DB00546,6,DB00312
DB00749,6,DB01045
DB12332,6,DB01201
DB06738,6,DB01045
DB01261,6,DB00418
DB01036,6,DB01045
DB00943,6,DB00312
DB00991,6,DB00418
DB00440,6,DB00418
DB00499,6,DB01045
DB00496,6,DB01045
DB01248,6,DB01201
DB00784,6,DB01201
DB00783,6,DB01201
DB01410,6,DB01201
DB00603,6,DB00312
DB07615,6,DB00312
DB00471,6,DB00312
DB00278,6,DB01045
DB00784,6,DB01045
DB00783,6,DB01045
DB01095,6,DB00559
DB00682,6,DB01437
DB00307,6,DB01045
DB00870,6,DB01045
DB00877,6,DB01045
DB00559,6,DB01201
DB01050,6,DB00418
DB01196,6,DB01045
DB01136,6,DB00312
DB08992,6,DB00418
DB01192,6,DB01045
DB06210,6,DB00418
DB00717,6,DB00312
DB00396,6,DB00312
DB00404,6,DB00312
DB01392,6,DB01201
DB00784,6,DB00418
DB00377,6,DB00312
DB01171,6,DB01201
DB01173,6,DB01201
DB01175,6,DB01201
DB00613,6,DB00418
DB06268,6,DB01201
DB00381,6,DB00312
DB00312,6,DB01201
DB00316,6,DB01201
DB01028,6,DB01045
DB01026,6,DB01045
DB00977,6,DB00312
DB00757,6,DB01045
DB00222,6,DB01201
DB13874,6,DB01045
DB04572,6,DB00312
DB05541,6,DB00312
DB01016,6,DB00418
DB00987,6,DB01045
